Tono	PROPN	Tono
And	CCONJ	and
I	PRON	I
,	PUNCT	,
sole	DET	sole
scorched	VERB	scorch
survivor	NOUN	survivor
from	ADP	from
the	DET	the
blaze	NOUN	blaze
,	PUNCT	,
sit	VERB	sit
writing	VERB	write
of	ADP	of
it	PRON	it
here	ADV	here
in	ADP	in
an	DET	an
air	NOUN	air
that	PRON	that
is	AUX	be
never	ADV	never
still	ADV	still
for	ADP	for
the	DET	the
clang	NOUN	clang
and	CCONJ	and
thunder	NOUN	thunder
of	ADP	of
machines	NOUN	machine
,	PUNCT	,
on	ADP	on
a	DET	a
table	NOUN	table
littered	VERB	litter
with	ADP	with
working	VERB	work
drawings	NOUN	drawing
,	PUNCT	,
and	CCONJ	and
amid	ADP	amid
fragments	NOUN	fragment
of	ADP	of
models	NOUN	model
and	CCONJ	and
notes	NOUN	note
about	ADP	about
velocities	NOUN	velocity
and	CCONJ	and
air	NOUN	air
and	CCONJ	and
water	NOUN	water
pressures	NOUN	pressure
and	CCONJ	and
trajectories	NOUN	trajectory
—	PUNCT	—
of	ADP	of
an	DET	an
altogether	ADV	altogether
different	ADJ	different
sort	NOUN	sort
from	ADP	from
that	DET	that
of	ADP	of
Tono	PROPN	Tono
-	PUNCT	-
Bungay	PROPN	Bungay
.	PUNCT	.
II	PROPN	II
I	PRON	I
write	VERB	write
that	SCONJ	that
much	ADJ	much
and	CCONJ	and
look	VERB	look
at	ADP	at
it	PRON	it
,	PUNCT	,
and	CCONJ	and
wonder	VERB	wonder
whether	SCONJ	whether
,	PUNCT	,
after	ADV	after
all	ADV	all
,	PUNCT	,
this	DET	this
is	AUX	be
any	DET	any
fair	ADJ	fair
statement	NOUN	statement
of	ADP	of
what	PRON	what
I	PRON	I
am	AUX	be
attempting	VERB	attempt
in	ADP	in
this	DET	this
book	NOUN	book
.	PUNCT	.
I	PRON	I
've	AUX	have
given	VERB	give
,	PUNCT	,
I	PRON	I
see	VERB	see
,	PUNCT	,
an	DET	an
impression	NOUN	impression
that	SCONJ	that
I	PRON	I
want	VERB	want
to	PART	to
make	VERB	make
simply	ADV	simply
a	DET	a
hotch	NOUN	hotch
-	PUNCT	-
potch	NOUN	potch
of	ADP	of
anecdotes	NOUN	anecdote
and	CCONJ	and
experiences	NOUN	experience
with	ADP	with
my	PRON	my
uncle	NOUN	uncle
swimming	VERB	swim
in	ADP	in
the	DET	the
middle	NOUN	middle
as	ADP	as
the	DET	the
largest	ADJ	large
lump	NOUN	lump
of	ADP	of
victual	PROPN	victual
.	PUNCT	.
I	PRON	I
'll	AUX	will
own	VERB	own
that	DET	that
here	ADV	here
,	PUNCT	,
with	ADP	with
the	DET	the
pen	NOUN	pen
already	ADV	already
started	VERB	start
,	PUNCT	,
I	PRON	I
realise	VERB	realise
what	PRON	what
a	DET	a
fermenting	VERB	ferment
mass	NOUN	mass
of	ADP	of
things	NOUN	thing
learnt	VERB	learn
and	CCONJ	and
emotions	NOUN	emotion
experienced	VERB	experience
and	CCONJ	and
theories	NOUN	theory
formed	VERB	form
I	PRON	I
've	AUX	have
got	VERB	get
to	PART	to
deal	VERB	deal
with	ADP	with
,	PUNCT	,
and	CCONJ	and
how	SCONJ	how
,	PUNCT	,
in	ADP	in
a	DET	a
sense	NOUN	sense
,	PUNCT	,
hopeless	ADJ	hopeless
my	PRON	my
book	NOUN	book
must	AUX	must
be	AUX	be
from	ADP	from
the	DET	the
very	ADJ	very
outset	NOUN	outset
.	PUNCT	.
I	PRON	I
suppose	VERB	suppose
what	PRON	what
I	PRON	I
'm	AUX	be
really	ADV	really
trying	VERB	try
to	PART	to
render	VERB	render
is	AUX	be
nothing	PRON	nothing
more	ADJ	more
nor	CCONJ	nor
less	ADJ	less
than	ADP	than
Life	NOUN	life
—	PUNCT	—
as	ADP	as
one	NOUN	one
man	NOUN	man
has	AUX	have
found	VERB	find
it	PRON	it
.	PUNCT	.
I	PRON	I
want	VERB	want
to	PART	to
tell—_myself	PRON	tell—_myself
_	PUNCT	_
,	PUNCT	,
and	CCONJ	and
my	PRON	my
impressions	NOUN	impression
of	ADP	of
the	DET	the
thing	NOUN	thing
as	ADP	as
a	DET	a
whole	NOUN	whole
,	PUNCT	,
to	PART	to
say	VERB	say
things	NOUN	thing
I	PRON	I
have	AUX	have
come	VERB	come
to	PART	to
feel	VERB	feel
intensely	ADV	intensely
of	ADP	of
the	DET	the
laws	NOUN	law
,	PUNCT	,
traditions	NOUN	tradition
,	PUNCT	,
usages	NOUN	usage
,	PUNCT	,
and	CCONJ	and
ideas	NOUN	idea
we	PRON	we
call	VERB	call
society	NOUN	society
,	PUNCT	,
and	CCONJ	and
how	SCONJ	how
we	PRON	we
poor	NOUN	poor
individuals	NOUN	individual
get	VERB	get
driven	VERB	drive
and	CCONJ	and
lured	VERB	lure
and	CCONJ	and
stranded	VERB	strand
among	ADP	among
these	DET	these
windy	ADJ	windy
,	PUNCT	,
perplexing	ADJ	perplexing
shoals	NOUN	shoal
and	CCONJ	and
channels	NOUN	channel
.	PUNCT	.
I	PRON	I
've	AUX	have
got	VERB	get
,	PUNCT	,
I	PRON	I
suppose	VERB	suppose
,	PUNCT	,
to	ADP	to
a	DET	a
time	NOUN	time
of	ADP	of
life	NOUN	life
when	SCONJ	when
things	NOUN	thing
begin	VERB	begin
to	PART	to
take	VERB	take
on	ADP	on
shapes	NOUN	shape
that	PRON	that
have	AUX	have
an	DET	an
air	NOUN	air
of	ADP	of
reality	NOUN	reality
,	PUNCT	,
and	CCONJ	and
become	VERB	become
no	ADV	no
longer	ADV	long
material	ADJ	material
for	ADP	for
dreaming	VERB	dream
,	PUNCT	,
but	CCONJ	but
interesting	ADJ	interesting
in	ADP	in
themselves	PRON	themselves
.	PUNCT	.
I	PRON	I
've	AUX	have
reached	VERB	reach
the	DET	the
criticising	VERB	criticise
,	PUNCT	,
novel	NOUN	novel
-	PUNCT	-
writing	VERB	write
age	NOUN	age
,	PUNCT	,
and	CCONJ	and
here	ADV	here
I	PRON	I
am	AUX	be
writing	VERB	write
mine	ADJ	mine
—	PUNCT	—
my	PRON	my
one	NUM	one
novel	NOUN	novel
—	PUNCT	—
without	ADP	without
having	VERB	have
any	DET	any
of	ADP	of
the	DET	the
discipline	NOUN	discipline
to	PART	to
refrain	VERB	refrain
and	CCONJ	and
omit	VERB	omit
that	PRON	that
I	PRON	I
suppose	VERB	suppose
the	DET	the
regular	ADJ	regular
novel	NOUN	novel
-	PUNCT	-
writer	NOUN	writer
acquires	VERB	acquire
.	PUNCT	.
I	PRON	I
've	AUX	have
read	VERB	read
an	DET	an
average	ADJ	average
share	NOUN	share
of	ADP	of
novels	NOUN	novel
and	CCONJ	and
made	VERB	make
some	DET	some
starts	NOUN	start
before	ADP	before
this	DET	this
beginning	NOUN	beginning
,	PUNCT	,
and	CCONJ	and
I	PRON	I
've	AUX	have
found	VERB	find
the	DET	the
restraints	NOUN	restraint
and	CCONJ	and
rules	NOUN	rule
of	ADP	of
the	DET	the
art	NOUN	art
(	PUNCT	(
as	ADP	as
I	PRON	I
made	VERB	make
them	PRON	they
out	ADP	out
)	PUNCT	)
impossible	ADJ	impossible
for	ADP	for
me	PRON	I
.	PUNCT	.
I	PRON	I
like	VERB	like
to	PART	to
write	VERB	write
,	PUNCT	,
I	PRON	I
am	AUX	be
keenly	ADV	keenly
interested	ADJ	interested
in	ADP	in
writing	VERB	write
,	PUNCT	,
but	CCONJ	but
it	PRON	it
is	AUX	be
not	PART	not
my	PRON	my
technique	NOUN	technique
.	PUNCT	.
I	PRON	I
'm	AUX	be
an	DET	an
engineer	NOUN	engineer
with	ADP	with
a	DET	a
patent	NOUN	patent
or	CCONJ	or
two	NUM	two
and	CCONJ	and
a	DET	a
set	NOUN	set
of	ADP	of
ideas	NOUN	idea
;	PUNCT	;
most	ADJ	most
of	ADP	of
whatever	DET	whatever
artist	NOUN	artist
there	PRON	there
is	AUX	be
in	ADP	in
me	PRON	I
has	AUX	have
been	AUX	be
given	VERB	give
to	ADP	to
turbine	NOUN	turbine
machines	NOUN	machine
and	CCONJ	and
boat	NOUN	boat
building	NOUN	building
and	CCONJ	and
the	DET	the
problem	NOUN	problem
of	ADP	of
flying	NOUN	flying
,	PUNCT	,
and	CCONJ	and
do	AUX	do
what	PRON	what
I	PRON	I
will	AUX	will
I	PRON	I
fail	VERB	fail
to	PART	to
see	VERB	see
how	SCONJ	how
I	PRON	I
can	AUX	can
be	AUX	be
other	ADJ	other
than	ADP	than
a	DET	a
lax	ADJ	lax
,	PUNCT	,
undisciplined	ADJ	undisciplined
story	NOUN	story
-	PUNCT	-
teller	NOUN	teller
.	PUNCT	.
I	PRON	I
must	AUX	must
sprawl	VERB	sprawl
and	CCONJ	and
flounder	VERB	flounder
,	PUNCT	,
comment	VERB	comment
and	CCONJ	and
theorise	VERB	theorise
,	PUNCT	,
if	SCONJ	if
I	PRON	I
am	AUX	be
to	PART	to
get	VERB	get
the	DET	the
thing	NOUN	thing
out	ADP	out
I	PRON	I
have	AUX	have
in	ADP	in
mind	NOUN	mind
.	PUNCT	.
And	CCONJ	and
it	PRON	it
is	AUX	be
n't	PART	not
a	DET	a
constructed	VERB	construct
tale	NOUN	tale
I	PRON	I
have	AUX	have
to	PART	to
tell	VERB	tell
,	PUNCT	,
but	CCONJ	but
unmanageable	ADJ	unmanageable
realities	NOUN	reality
.	PUNCT	.
My	PRON	my
love	NOUN	love
-	PUNCT	-
story	NOUN	story
—	PUNCT	—
and	CCONJ	and
if	SCONJ	if
only	ADV	only
I	PRON	I
can	AUX	can
keep	VERB	keep
up	ADP	up
the	DET	the
spirit	NOUN	spirit
of	ADP	of
truth	NOUN	truth
-	PUNCT	-
telling	NOUN	telling
all	ADV	all
through	ADV	through
as	ADV	as
strongly	ADV	strongly
as	ADP	as
I	PRON	I
have	AUX	have
now	ADV	now
,	PUNCT	,
you	PRON	you
shall	AUX	shall
have	AUX	have
it	PRON	it
all	DET	all
—	PUNCT	—
falls	VERB	fall
into	ADP	into
no	DET	no
sort	NOUN	sort
of	ADP	of
neat	ADJ	neat
scheme	NOUN	scheme
of	ADP	of
telling	NOUN	telling
.	PUNCT	.
It	PRON	it
involves	VERB	involve
three	NUM	three
separate	ADJ	separate
feminine	NOUN	feminine
persons	NOUN	person
.	PUNCT	.
It	PRON	it
's	AUX	be
all	DET	all
mixed	VERB	mix
up	ADP	up
with	ADP	with
the	DET	the
other	ADJ	other
things	NOUN	thing
....	PUNCT	....
But	CCONJ	but
I	PRON	I
've	AUX	have
said	VERB	say
enough	ADJ	enough
,	PUNCT	,
I	PRON	I
hope	VERB	hope
,	PUNCT	,
to	PART	to
excuse	VERB	excuse
myself	PRON	myself
for	ADP	for
the	DET	the
method	NOUN	method
or	CCONJ	or
want	ADJ	want
of	ADP	of
method	NOUN	method
in	ADP	in
what	PRON	what
follows	VERB	follow
,	PUNCT	,
and	CCONJ	and
I	PRON	I
think	VERB	think
I	PRON	I
had	AUX	have
better	ADV	well
tell	VERB	tell
without	ADP	without
further	ADJ	further
delay	NOUN	delay
of	ADP	of
my	PRON	my
boyhood	NOUN	boyhood
and	CCONJ	and
my	PRON	my
early	ADJ	early
impressions	NOUN	impression
in	ADP	in
the	DET	the
shadow	NOUN	shadow
of	ADP	of
Bladesover	PROPN	Bladesover
House	PROPN	House
.	PUNCT	.
III	NUM	iii
There	PRON	there
came	VERB	come
a	DET	a
time	NOUN	time
when	SCONJ	when
I	PRON	I
realised	VERB	realise
that	SCONJ	that
Bladesover	PROPN	Bladesover
House	PROPN	House
was	AUX	be
not	PART	not
all	DET	all
it	PRON	it
seemed	VERB	seem
,	PUNCT	,
but	CCONJ	but
when	SCONJ	when
I	PRON	I
was	AUX	be
a	DET	a
little	ADJ	little
boy	NOUN	boy
I	PRON	I
took	VERB	take
the	DET	the
place	NOUN	place
with	ADP	with
the	DET	the
entirest	NOUN	entirest
faith	NOUN	faith
as	ADP	as
a	DET	a
complete	ADJ	complete
authentic	ADJ	authentic
microcosm	NOUN	microcosm
.	PUNCT	.
I	PRON	I
believed	VERB	believe
that	SCONJ	that
the	DET	the
Bladesover	PROPN	Bladesover
system	NOUN	system
was	AUX	be
a	DET	a
little	ADJ	little
working	NOUN	working
-	PUNCT	-
model	NOUN	model
—	PUNCT	—
and	CCONJ	and
not	PART	not
so	ADV	so
very	ADV	very
little	ADJ	little
either	DET	either
—	PUNCT	—
of	ADP	of
the	DET	the
whole	ADJ	whole
world	NOUN	world
.	PUNCT	.
Let	VERB	let
me	PRON	I
try	VERB	try
and	CCONJ	and
give	VERB	give
you	PRON	you
the	DET	the
effect	NOUN	effect
of	ADP	of
it	PRON	it
.	PUNCT	.
Bladesover	PROPN	Bladesover
lies	VERB	lie
up	ADP	up
on	ADP	on
the	DET	the
Kentish	PROPN	Kentish
Downs	PROPN	Downs
,	PUNCT	,
eight	NUM	eight
miles	NOUN	mile
perhaps	ADV	perhaps
from	ADP	from
Ashborough	PROPN	Ashborough
;	PUNCT	;
and	CCONJ	and
its	PRON	its
old	ADJ	old
pavilion	NOUN	pavilion
,	PUNCT	,
a	DET	a
little	ADJ	little
wooden	ADJ	wooden
parody	NOUN	parody
of	ADP	of
the	DET	the
temple	NOUN	temple
of	ADP	of
Vesta	PROPN	Vesta
at	ADP	at
Tibur	PROPN	Tibur
,	PUNCT	,
upon	SCONJ	upon
the	DET	the
hill	NOUN	hill
crest	NOUN	crest
behind	ADP	behind
the	DET	the
house	NOUN	house
,	PUNCT	,
commands	VERB	command
in	ADP	in
theory	NOUN	theory
at	ADP	at
least	ADJ	least
a	DET	a
view	NOUN	view
of	ADP	of
either	DET	either
sea	NOUN	sea
,	PUNCT	,
of	ADP	of
the	DET	the
Channel	PROPN	Channel
southward	ADV	southward
and	CCONJ	and
the	DET	the
Thames	PROPN	Thames
to	ADP	to
the	DET	the
northeast	NOUN	northeast
.	PUNCT	.
The	DET	the
park	NOUN	park
is	AUX	be
the	DET	the
second	ADJ	second
largest	ADJ	large
in	ADP	in
Kent	PROPN	Kent
,	PUNCT	,
finely	ADV	finely
wooded	ADJ	wooded
with	ADP	with
well	ADV	well
-	PUNCT	-
placed	VERB	place
beeches	NOUN	beech
,	PUNCT	,
many	ADJ	many
elms	NOUN	elm
and	CCONJ	and
some	DET	some
sweet	ADJ	sweet
chestnuts	NOUN	chestnut
,	PUNCT	,
abounding	VERB	abound
in	ADP	in
little	ADJ	little
valleys	NOUN	valley
and	CCONJ	and
hollows	NOUN	hollow
of	ADP	of
bracken	NOUN	bracken
,	PUNCT	,
with	ADP	with
springs	NOUN	spring
and	CCONJ	and
a	DET	a
stream	NOUN	stream
and	CCONJ	and
three	NUM	three
fine	ADJ	fine
ponds	NOUN	pond
and	CCONJ	and
multitudes	NOUN	multitude
of	ADP	of
fallow	ADJ	fallow
deer	NOUN	deer
.	PUNCT	.
The	DET	the
house	NOUN	house
was	AUX	be
built	VERB	build
in	ADP	in
the	DET	the
eighteenth	ADJ	eighteenth
century	NOUN	century
,	PUNCT	,
it	PRON	it
is	AUX	be
of	ADP	of
pale	ADJ	pale
red	ADJ	red
brick	NOUN	brick
in	ADP	in
the	DET	the
style	NOUN	style
of	ADP	of
a	DET	a
French	ADJ	french
chateau	NOUN	chateau
,	PUNCT	,
and	CCONJ	and
save	SCONJ	save
for	ADP	for
one	NUM	one
pass	NOUN	pass
among	ADP	among
the	DET	the
crests	NOUN	crest
which	DET	which
opens	VERB	open
to	ADP	to
blue	ADJ	blue
distances	NOUN	distance
,	PUNCT	,
to	ADP	to
minute	ADJ	minute
,	PUNCT	,
remote	ADJ	remote
,	PUNCT	,
oast	NOUN	oast
-	PUNCT	-
set	VERB	set
farm	NOUN	farm
-	PUNCT	-
houses	NOUN	house
and	CCONJ	and
copses	NOUN	copse
and	CCONJ	and
wheat	NOUN	wheat
fields	NOUN	field
and	CCONJ	and
the	DET	the
occasional	ADJ	occasional
gleam	NOUN	gleam
of	ADP	of
water	NOUN	water
,	PUNCT	,
its	PRON	its
hundred	NUM	hundred
and	CCONJ	and
seventeen	NUM	seventeen
windows	NOUN	window
look	VERB	look
on	ADP	on
nothing	PRON	nothing
but	CCONJ	but
its	PRON	its
own	ADJ	own
wide	ADJ	wide
and	CCONJ	and
handsome	ADJ	handsome
territories	NOUN	territory
.	PUNCT	.
A	DET	a
semi	ADJ	semi
-	ADJ	-
circular	ADJ	circular
screen	NOUN	screen
of	ADP	of
great	ADJ	great
beeches	NOUN	beech
masks	VERB	mask
the	DET	the
church	NOUN	church
and	CCONJ	and
village	NOUN	village
,	PUNCT	,
which	DET	which
cluster	VERB	cluster
picturesquely	ADV	picturesquely
about	ADP	about
the	DET	the
high	ADJ	high
road	NOUN	road
along	ADP	along
the	DET	the
skirts	NOUN	skirt
of	ADP	of
the	DET	the
great	ADJ	great
park	NOUN	park
.	PUNCT	.
Northward	ADV	northward
,	PUNCT	,
at	ADP	at
the	DET	the
remotest	ADJ	remote
corner	NOUN	corner
of	ADP	of
that	DET	that
enclosure	NOUN	enclosure
,	PUNCT	,
is	AUX	be
a	DET	a
second	ADJ	second
dependent	ADJ	dependent
village	NOUN	village
,	PUNCT	,
Ropedean	PROPN	Ropedean
,	PUNCT	,
less	ADV	less
fortunate	ADJ	fortunate
in	ADP	in
its	PRON	its
greater	ADJ	great
distance	NOUN	distance
and	CCONJ	and
also	ADV	also
on	ADP	on
account	NOUN	account
of	ADP	of
a	DET	a
rector	NOUN	rector
.	PUNCT	.
This	DET	this
divine	ADJ	divine
was	AUX	be
indeed	VERB	indee
rich	ADJ	rich
,	PUNCT	,
but	CCONJ	but
he	PRON	he
was	AUX	be
vindictively	ADV	vindictively
economical	ADJ	economical
because	SCONJ	because
of	ADP	of
some	DET	some
shrinkage	NOUN	shrinkage
of	ADP	of
his	PRON	his
tithes	NOUN	tithe
;	PUNCT	;
and	CCONJ	and
by	ADP	by
reason	NOUN	reason
of	ADP	of
his	PRON	his
use	NOUN	use
of	ADP	of
the	DET	the
word	NOUN	word
Eucharist	PROPN	Eucharist
for	ADP	for
the	DET	the
Lord	PROPN	Lord
's	PART	's
Supper	PROPN	Supper
he	PRON	he
had	AUX	have
become	VERB	become
altogether	ADV	altogether
estranged	ADJ	estranged
from	ADP	from
the	DET	the
great	NOUN	great
ladies	NOUN	lady
of	ADP	of
Bladesover	PROPN	Bladesover
.	PUNCT	.
So	SCONJ	so
that	SCONJ	that
Ropedean	PROPN	Ropedean
was	AUX	be
in	ADP	in
the	DET	the
shadows	NOUN	shadow
through	ADP	through
all	DET	all
that	DET	that
youthful	ADJ	youthful
time	NOUN	time
.	PUNCT	.
Now	ADV	now
the	DET	the
unavoidable	ADJ	unavoidable
suggestion	NOUN	suggestion
of	ADP	of
that	DET	that
wide	ADJ	wide
park	NOUN	park
and	CCONJ	and
that	DET	that
fair	ADJ	fair
large	NOUN	large
house	NOUN	house
,	PUNCT	,
dominating	VERB	dominate
church	NOUN	church
,	PUNCT	,
village	NOUN	village
and	CCONJ	and
the	DET	the
country	NOUN	country
side	NOUN	side
,	PUNCT	,
was	AUX	be
that	SCONJ	that
they	PRON	they
represented	VERB	represent
the	DET	the
thing	NOUN	thing
that	PRON	that
mattered	VERB	matter
supremely	ADV	supremely
in	ADP	in
the	DET	the
world	NOUN	world
,	PUNCT	,
and	CCONJ	and
that	SCONJ	that
all	DET	all
other	ADJ	other
things	NOUN	thing
had	AUX	have
significance	NOUN	significance
only	ADV	only
in	ADP	in
relation	NOUN	relation
to	ADP	to
them	PRON	they
.	PUNCT	.
They	PRON	they
represented	VERB	represent
the	DET	the
Gentry	PROPN	Gentry
,	PUNCT	,
the	DET	the
Quality	PROPN	Quality
,	PUNCT	,
by	ADP	by
and	CCONJ	and
through	ADP	through
and	CCONJ	and
for	ADP	for
whom	PRON	whom
the	DET	the
rest	ADJ	r
of	ADP	of
the	DET	the
world	NOUN	world
,	PUNCT	,
the	DET	the
farming	VERB	farm
folk	NOUN	folk
and	CCONJ	and
the	DET	the
labouring	VERB	labour
folk	NOUN	folk
,	PUNCT	,
the	DET	the
trades	NOUN	trade
-	PUNCT	-
people	NOUN	people
of	ADP	of
Ashborough	PROPN	Ashborough
,	PUNCT	,
and	CCONJ	and
the	DET	the
upper	ADJ	upper
servants	NOUN	servant
and	CCONJ	and
the	DET	the
lower	ADJ	lower
servants	NOUN	servant
and	CCONJ	and
the	DET	the
servants	NOUN	servant
of	ADP	of
the	DET	the
estate	NOUN	estate
,	PUNCT	,
breathed	VERB	breathe
and	CCONJ	and
lived	VERB	live
and	CCONJ	and
were	AUX	be
permitted	VERB	permit
.	PUNCT	.
And	CCONJ	and
the	DET	the
Quality	PROPN	Quality
did	AUX	do
it	PRON	it
so	ADV	so
quietly	ADV	quietly
and	CCONJ	and
thoroughly	ADV	thoroughly
,	PUNCT	,
the	DET	the
great	NOUN	great
house	NOUN	house
mingled	VERB	mingle
so	ADV	so
solidly	ADV	solidly
and	CCONJ	and
effectually	ADV	effectually
earth	NOUN	earth
and	CCONJ	and
sky	NOUN	sky
,	PUNCT	,
the	DET	the
contrast	NOUN	contrast
of	ADP	of
its	PRON	its
spacious	ADJ	spacious
hall	NOUN	hall
and	CCONJ	and
saloon	NOUN	saloon
and	CCONJ	and
galleries	NOUN	gallery
,	PUNCT	,
its	PRON	its
airy	ADJ	airy
housekeeper	NOUN	housekeeper
's	PART	's
room	NOUN	room
and	CCONJ	and
warren	NOUN	warren
of	ADP	of
offices	NOUN	office
with	ADP	with
the	DET	the
meagre	ADJ	meagre
dignities	NOUN	dignity
of	ADP	of
the	DET	the
vicar	NOUN	vicar
,	PUNCT	,
and	CCONJ	and
the	DET	the
pinched	ADJ	pinched
and	CCONJ	and
stuffy	ADJ	stuffy
rooms	NOUN	room
of	ADP	of
even	ADV	even
the	DET	the
post	ADJ	post
-	ADJ	-
office	ADJ	office
people	NOUN	people
and	CCONJ	and
the	DET	the
grocer	NOUN	grocer
,	PUNCT	,
so	ADV	so
enforced	VERB	enforce
these	DET	these
suggestions	NOUN	suggestion
,	PUNCT	,
that	SCONJ	that
it	PRON	it
was	AUX	be
only	ADV	only
when	SCONJ	when
I	PRON	I
was	AUX	be
a	DET	a
boy	NOUN	boy
of	ADP	of
thirteen	NUM	thirteen
or	CCONJ	or
fourteen	NUM	fourteen
and	CCONJ	and
some	DET	some
queer	ADJ	queer
inherited	VERB	inherit
strain	NOUN	strain
of	ADP	of
scepticism	NOUN	scepticism
had	AUX	have
set	VERB	set
me	PRON	I
doubting	VERB	doubt
whether	SCONJ	whether
Mr.	PROPN	Mr.
Bartlett	PROPN	Bartlett
,	PUNCT	,
the	DET	the
vicar	NOUN	vicar
,	PUNCT	,
did	AUX	do
really	ADV	really
know	VERB	know
with	ADP	with
certainty	NOUN	certainty
all	ADV	all
about	ADP	about
God	PROPN	God
,	PUNCT	,
that	SCONJ	that
as	ADP	as
a	DET	a
further	ADJ	furth
and	CCONJ	and
deeper	ADJ	deep
step	NOUN	step
in	ADP	in
doubting	VERB	doubt
I	PRON	I
began	VERB	begin
to	PART	to
question	VERB	question
the	DET	the
final	ADJ	final
rightness	NOUN	rightness
of	ADP	of
the	DET	the
gentlefolks	NOUN	gentlefolk
,	PUNCT	,
their	PRON	their
primary	ADJ	primary
necessity	NOUN	necessity
in	ADP	in
the	DET	the
scheme	NOUN	scheme
of	ADP	of
things	NOUN	thing
.	PUNCT	.
But	CCONJ	but
once	ADV	once
that	DET	that
scepticism	NOUN	scepticism
had	AUX	have
awakened	VERB	awaken
it	PRON	it
took	VERB	take
me	PRON	I
fast	ADV	fast
and	CCONJ	and
far	ADV	far
.	PUNCT	.
By	ADP	by
fourteen	NUM	fourteen
I	PRON	I
had	AUX	have
achieved	VERB	achieve
terrible	ADJ	terrible
blasphemies	NOUN	blasphemy
and	CCONJ	and
sacrilege	NOUN	sacrilege
;	PUNCT	;
I	PRON	I
had	AUX	have
resolved	VERB	resolve
to	PART	to
marry	VERB	marry
a	DET	a
viscount	NOUN	viscount
's	PART	's
daughter	NOUN	daughter
,	PUNCT	,
and	CCONJ	and
I	PRON	I
had	AUX	have
blacked	VERB	black
the	DET	the
left	ADJ	left
eye	NOUN	eye
—	PUNCT	—
I	PRON	I
think	VERB	think
it	PRON	it
was	AUX	be
the	DET	the
left	NOUN	left
—	PUNCT	—
of	ADP	of
her	PRON	her
half	ADJ	half
-	PUNCT	-
brother	NOUN	brother
,	PUNCT	,
in	ADP	in
open	ADJ	open
and	CCONJ	and
declared	VERB	declare
rebellion	NOUN	rebellion
.	PUNCT	.
But	CCONJ	but
of	ADP	of
that	DET	that
in	ADP	in
its	PRON	its
place	NOUN	place
.	PUNCT	.
The	DET	the
great	ADJ	great
house	NOUN	house
,	PUNCT	,
the	DET	the
church	NOUN	church
,	PUNCT	,
the	DET	the
village	NOUN	village
,	PUNCT	,
and	CCONJ	and
the	DET	the
labourers	NOUN	labourer
and	CCONJ	and
the	DET	the
servants	NOUN	servant
in	ADP	in
their	PRON	their
stations	NOUN	station
and	CCONJ	and
degrees	NOUN	degree
,	PUNCT	,
seemed	VERB	seem
to	ADP	to
me	PRON	I
,	PUNCT	,
I	PRON	I
say	VERB	say
,	PUNCT	,
to	PART	to
be	AUX	be
a	DET	a
closed	VERB	close
and	CCONJ	and
complete	ADJ	complete
social	ADJ	social
system	NOUN	system
.	PUNCT	.
About	ADP	about
us	PRON	we
were	AUX	be
other	ADJ	other
villages	NOUN	village
and	CCONJ	and
great	ADJ	great
estates	NOUN	estate
,	PUNCT	,
and	CCONJ	and
from	ADP	from
house	NOUN	house
to	ADP	to
house	NOUN	house
,	PUNCT	,
interlacing	VERB	interlace
,	PUNCT	,
correlated	VERB	correlate
,	PUNCT	,
the	DET	the
Gentry	PROPN	Gentry
,	PUNCT	,
the	DET	the
fine	ADJ	fine
Olympians	PROPN	Olympians
,	PUNCT	,
came	VERB	come
and	CCONJ	and
went	VERB	go
.	PUNCT	.
The	DET	the
country	NOUN	country
towns	NOUN	town
seemed	VERB	seem
mere	ADJ	mere
collections	NOUN	collection
of	ADP	of
ships	NOUN	ship
,	PUNCT	,
marketing	NOUN	marketing
places	NOUN	place
for	ADP	for
the	DET	the
tenantry	NOUN	tenantry
,	PUNCT	,
centres	NOUN	centre
for	ADP	for
such	ADJ	such
education	NOUN	education
as	ADP	as
they	PRON	they
needed	VERB	need
,	PUNCT	,
as	ADV	as
entirely	ADV	entirely
dependent	ADJ	dependent
on	ADP	on
the	DET	the
gentry	NOUN	gentry
as	ADP	as
the	DET	the
village	NOUN	village
and	CCONJ	and
scarcely	ADV	scarcely
less	ADV	less
directly	ADV	directly
so	ADV	so
.	PUNCT	.
I	PRON	I
thought	VERB	think
this	DET	this
was	AUX	be
the	DET	the
order	NOUN	order
of	ADP	of
the	DET	the
whole	ADJ	whole
world	NOUN	world
.	PUNCT	.
I	PRON	I
thought	VERB	think
London	PROPN	London
was	AUX	be
only	ADV	only
a	DET	a
greater	ADJ	great
country	NOUN	country
town	NOUN	town
where	SCONJ	where
the	DET	the
gentle	ADJ	gentle
-	PUNCT	-
folk	NOUN	folk
kept	VERB	keep
town	NOUN	town
-	PUNCT	-
houses	NOUN	house
and	CCONJ	and
did	AUX	do
their	PRON	their
greater	NOUN	greater
shopping	NOUN	shopping
under	ADP	under
the	DET	the
magnificent	ADJ	magnificent
shadow	NOUN	shadow
of	ADP	of
the	DET	the
greatest	ADJ	great
of	ADP	of
all	DET	all
fine	ADJ	fine
gentlewomen	NOUN	gentlewoman
,	PUNCT	,
the	DET	the
Queen	PROPN	Queen
.	PUNCT	.
It	PRON	it
seemed	VERB	seem
to	PART	to
be	AUX	be
in	ADP	in
the	DET	the
divine	ADJ	divine
order	NOUN	order
.	PUNCT	.
